depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium,darkas
10.0,17.95,33.22,5.5,101.4,1.3,0.0,0.16,10,0.35,0.03,23.923,397.7,0.04,0.0,0.18
16.0,17.96,33.244,5.51,101.6,1.3,0.0,0.15,16,0.35,0.04,23.939,396.4,0.064,0.0,0.19
20.0,17.96,33.223,5.51,101.6,1.3,0.0,0.16,20,0.35,0.03,23.923,398.1,0.079,0.0,0.17
30.0,17.96,33.229,5.52,101.7,1.4,0.0,0.19,30,0.35,0.02,23.928,397.9,0.119,0.0,0.11
34.0,17.99,33.323,5.52,101.9,1.5,0.0,0.2,34,0.35,0.01,23.993,391.9,0.135,0.0,0.08
50.0,14.66,33.117,6.18,106.6,2.4,0.0,0.28,50,0.35,0.18,24.596,334.7,0.195,0.05,0.05
62.0,13.59,33.097,5.96,100.6,2.9,0.1,0.29,62,0.4,0.19,24.803,315.2,0.234,0.04,0.21
75.0,12.82,33.06,5.82,96.7,3.5,1.1,0.22,75,0.5,0.19,24.928,303.6,0.274,0.0,0.12
89.0,11.99,33.031,5.64,92.0,5.2,4.6,0.15,89,0.7,0.14,25.065,290.8,0.316,0.0,0.02
0.0,13.55,32.925,6.14,103.5,3.6,0.5,1.03,0,0.41,0.23,24.677,325.6,0.0,0.06,0.08
2.0,13.55,32.925,6.14,103.5,3.6,0.5,1.03,2,0.41,0.23,24.677,325.6,0.007,0.06,0.08
8.0,13.55,32.924,6.13,103.3,3.6,0.5,1.0,8,0.41,0.25,24.676,325.8,0.026,0.07,0.09
10.0,13.54,32.926,6.13,103.3,3.6,0.5,1.01,10,0.41,0.25,24.68,325.5,0.033,0.07,0.09
16.0,13.54,32.925,6.13,103.3,3.6,0.5,1.06,16,0.4,0.26,24.679,325.8,0.052,0.08,0.08
20.0,13.54,32.934,6.13,103.3,3.6,0.5,1.06,20,0.4,0.26,24.686,325.2,0.065,0.08,0.08
25.0,13.53,32.941,6.13,103.3,3.5,0.5,1.06,25,0.4,0.27,24.694,324.6,0.081,0.08,0.07
30.0,13.5,32.987,6.11,102.9,3.7,0.8,0.93,30,0.42,0.28,24.735,320.8,0.098,0.07,0.06
32.0,13.48,33.004,6.09,102.5,3.8,0.9,0.86,32,0.43,0.28,24.753,319.2,0.104,0.06,0.05
47.0,13.15,33.052,5.86,98.0,4.2,2.3,0.31,47,0.54,0.2,24.856,309.7,0.151,0.09,0.02
0.0,13.83,33.064,5.99,101.6,3.4,0.9,0.73,0,0.46,0.21,24.727,320.8,0.0,0.08,0.07
2.0,13.83,33.064,5.99,101.6,3.4,0.9,0.73,2,0.46,0.21,24.727,320.8,0.006,0.08,0.07
10.0,13.74,33.062,6.01,101.8,3.3,0.8,0.77,10,0.45,0.22,24.744,319.4,0.032,0.05,0.1
11.0,13.74,33.062,6.01,101.8,3.3,0.8,0.77,11,0.45,0.22,24.744,319.4,0.035,0.05,0.1
20.0,13.73,33.071,5.99,101.4,3.4,0.9,0.74,20,0.46,0.25,24.753,318.8,0.064,0.05,0.09
24.0,13.74,33.102,5.98,101.3,3.5,1.0,0.73,24,0.46,0.26,24.776,316.8,0.077,0.05,0.08
30.0,13.7,33.117,5.94,100.5,3.5,1.0,0.64,30,0.46,0.23,24.795,315.1,0.096,0.07,0.05
35.0,13.7,33.117,5.91,100.0,3.5,1.1,0.55,35,0.47,0.21,24.796,315.2,0.111,0.08,0.03
45.0,13.64,33.116,5.86,99.0,3.5,1.4,0.41,45,0.49,0.2,24.807,314.4,0.143,0.08,0.02
50.0,13.63,33.118,5.87,99.2,3.6,1.4,0.4,50,0.49,0.2,24.811,314.1,0.159,0.08,0.02
65.0,13.41,33.118,5.79,97.4,3.7,2.1,0.26,65,0.53,0.15,24.856,310.3,0.205,0.08,0.01
0.0,14.84,32.988,5.84,101.1,2.0,0.0,0.32,0,0.35,0.19,24.456,346.5,0.0,0.0,0.07
2.0,14.84,32.988,5.84,101.1,2.0,0.0,0.32,2,0.35,0.19,24.456,346.6,0.007,0.0,0.07
10.0,14.82,32.988,5.84,101.0,2.3,0.0,0.38,10,0.34,0.13,24.461,346.4,0.035,0.0,0.08
16.0,14.82,32.99,5.85,101.2,2.3,0.0,0.4,16,0.34,0.13,24.463,346.4,0.055,0.0,0.08
20.0,14.82,32.99,5.86,101.4,2.2,0.0,0.41,20,0.34,0.13,24.463,346.5,0.069,0.03,0.08
30.0,14.82,32.991,5.85,101.2,2.2,0.0,0.41,30,0.33,0.13,24.464,346.7,0.104,0.02,0.08
33.0,14.82,32.994,5.84,101.0,2.2,0.0,0.41,33,0.33,0.13,24.466,346.6,0.114,0.0,0.08
50.0,14.76,32.981,5.84,100.9,2.0,0.0,0.41,50,0.34,0.14,24.47,346.7,0.173,0.0,0.05
51.0,14.81,32.992,5.84,101.0,2.0,0.0,0.41,51,0.34,0.14,24.468,347.0,0.177,0.0,0.05
64.0,14.54,32.953,5.8,99.7,2.4,0.2,0.34,64,0.36,0.18,24.495,344.7,0.222,0.0,0.02
75.0,14.27,32.952,5.79,99.0,2.5,0.7,0.21,75,0.4,0.13,24.552,339.6,0.259,0.04,0.02
94.0,13.03,32.954,5.82,97.0,3.7,2.2,0.12,94,0.52,0.1,24.805,315.8,0.322,0.0,0.01
0.0,14.68,33.306,5.65,97.7,3.6,1.0,0.85,0,0.5,0.42,24.736,319.9,0.0,0.46,0.05
2.0,14.68,33.306,5.65,97.7,3.6,1.0,0.85,2,0.5,0.42,24.736,320.0,0.006,0.46,0.05
4.0,14.68,33.31,5.66,97.8,3.6,1.0,0.91,4,0.52,0.38,24.739,319.7,0.013,0.5,0.06
8.0,14.68,33.305,5.65,97.7,3.7,1.0,0.84,8,0.5,0.41,24.735,320.2,0.026,0.52,0.06
10.0,14.68,33.305,5.65,97.7,3.7,1.0,0.84,10,0.5,0.42,24.735,320.3,0.032,0.56,0.06
13.0,14.68,33.313,5.64,97.5,3.7,1.0,0.84,13,0.5,0.44,24.742,319.8,0.042,0.61,0.05
16.0,14.68,33.305,5.67,98.0,3.6,1.0,0.84,16,0.52,0.39,24.735,320.4,0.051,0.59,0.04
20.0,14.68,33.305,5.65,97.7,3.6,1.0,0.83,20,0.51,0.39,24.736,320.5,0.064,0.58,0.05
23.0,14.68,33.305,5.63,97.3,3.7,1.0,0.82,23,0.51,0.39,24.736,320.6,0.074,0.57,0.06
0.0,14.06,33.179,5.95,101.5,3.2,0.9,0.73,0,0.44,0.21,24.768,316.8,0.0,0.0,0.06
3.0,14.06,33.179,5.95,101.5,3.2,0.9,0.73,3,0.44,0.21,24.768,316.9,0.01,0.0,0.06
10.0,13.97,33.21,5.91,100.6,3.3,1.0,0.76,10,0.45,0.24,24.811,313.0,0.032,0.0,0.06
20.0,13.76,33.19,5.92,100.4,3.4,1.1,0.73,20,0.46,0.28,24.839,310.6,0.063,0.0,0.04
22.0,13.76,33.192,5.92,100.4,3.4,1.1,0.72,22,0.46,0.28,24.841,310.5,0.069,0.0,0.03
30.0,13.75,33.19,5.9,100.0,3.3,1.2,0.64,30,0.47,0.24,24.842,310.7,0.094,0.0,0.03
33.0,13.75,33.189,5.89,99.8,3.3,1.2,0.59,33,0.47,0.22,24.841,310.8,0.103,0.0,0.03
41.0,13.76,33.194,5.86,99.3,3.3,1.3,0.39,41,0.46,0.19,24.843,310.9,0.128,0.07,0.02
60.0,13.12,33.176,5.69,95.2,4.3,3.5,0.16,60,0.61,0.11,24.959,300.3,0.186,0.0,0.01
0.0,15.28,33.055,5.76,100.6,2.2,0.0,0.2,0,0.33,0.07,24.413,350.7,0.0,0.0,0.09
2.0,15.28,33.055,5.76,100.6,2.2,0.0,0.2,2,0.33,0.07,24.413,350.8,0.007,0.0,0.09
18.0,15.28,33.054,5.77,100.8,2.0,0.0,0.21,18,0.32,0.07,24.412,351.3,0.063,0.0,0.09
20.0,15.28,33.05,5.77,100.8,2.0,0.0,0.21,20,0.32,0.07,24.41,351.6,0.07,0.0,0.09
30.0,15.28,33.051,5.77,100.8,2.2,0.0,0.2,30,0.33,0.08,24.411,351.8,0.105,0.0,0.08
39.0,15.26,33.049,5.75,100.4,2.1,0.0,0.24,39,0.33,0.1,24.414,351.8,0.137,0.0,0.08
50.0,15.28,33.059,5.76,100.6,2.0,0.0,0.3,50,0.32,0.13,24.417,351.8,0.176,0.0,0.05
58.0,15.3,33.067,5.73,100.1,2.1,0.0,0.29,58,0.32,0.13,24.419,351.8,0.204,0.0,0.03
74.0,15.2,33.164,5.72,99.8,2.5,0.2,0.17,74,0.36,0.1,24.516,343.1,0.259,0.0,0.02
75.0,15.19,33.164,5.73,100.0,2.5,0.2,0.17,75,0.36,0.1,24.519,342.9,0.263,0.0,0.02
100.0,12.8,33.205,5.73,95.2,3.8,2.1,0.09,100,0.49,0.12,25.045,293.1,0.343,0.0,0.04
107.0,12.5,33.222,5.63,93.0,4.4,3.1,0.07,107,0.54,0.09,25.117,286.5,0.363,0.0,0.04
0.0,14.96,33.368,5.75,100.0,3.3,0.5,0.5,0,0.39,0.16,24.723,321.1,0.0,0.07,0.05
3.0,14.96,33.368,5.75,100.0,3.3,0.5,0.5,3,0.39,0.16,24.724,321.2,0.01,0.07,0.05
10.0,14.96,33.367,5.75,100.0,3.3,0.4,0.5,10,0.39,0.17,24.723,321.4,0.032,0.05,0.05
12.0,14.97,33.368,5.75,100.0,3.3,0.4,0.5,12,0.39,0.17,24.722,321.6,0.039,0.05,0.05
25.0,14.95,33.367,5.74,99.8,3.3,0.5,0.51,25,0.4,0.18,24.726,321.7,0.08,0.0,0.05
30.0,14.89,33.363,5.73,99.5,3.3,0.6,0.49,30,0.41,0.16,24.736,320.8,0.096,0.03,0.05
38.0,14.64,33.351,5.63,97.3,3.5,1.4,0.41,38,0.46,0.16,24.78,316.8,0.122,0.0,0.04
50.0,13.8,33.312,5.34,90.7,5.3,4.0,0.24,50,0.65,0.21,24.926,303.2,0.159,0.0,0.04
70.0,12.36,33.316,4.79,78.9,8.8,9.0,0.14,70,0.98,0.16,25.215,276.1,0.217,0.0,0.03
0.0,14.44,33.36,5.67,97.6,3.8,1.4,0.65,0,0.48,0.34,24.828,311.1,0.0,0.0,0.05
2.0,14.44,33.36,5.67,97.6,3.8,1.4,0.65,2,0.48,0.34,24.828,311.2,0.006,0.0,0.05
10.0,14.44,33.348,5.68,97.7,3.8,1.4,0.66,10,0.47,0.31,24.82,312.2,0.031,0.01,0.06
17.0,14.44,33.36,5.7,98.1,3.7,1.4,0.69,17,0.47,0.35,24.829,311.5,0.053,0.05,0.07
20.0,14.44,33.348,5.69,97.9,3.7,1.4,0.69,20,0.47,0.34,24.82,312.5,0.062,0.04,0.07
30.0,14.44,33.348,5.67,97.6,3.7,1.4,0.65,30,0.47,0.32,24.82,312.8,0.094,0.02,0.07
36.0,14.44,33.358,5.67,97.6,3.7,1.4,0.63,36,0.47,0.33,24.828,312.2,0.112,0.06,0.06
50.0,14.44,33.349,5.67,97.5,3.7,1.4,0.64,50,0.47,0.33,24.822,313.2,0.156,0.0,0.05
56.0,14.44,33.36,5.67,97.6,3.7,1.4,0.64,56,0.47,0.34,24.83,312.6,0.175,0.0,0.05
71.0,13.53,33.339,5.28,89.1,5.9,4.9,0.28,71,0.69,0.22,25.003,296.5,0.22,0.05,0.04
75.0,12.83,33.306,5.15,85.7,6.9,6.7,0.22,75,0.79,0.19,25.117,285.6,0.232,0.04,0.04
100.0,11.08,33.497,3.82,61.3,16.2,17.3,0.02,100,1.47,0.05,25.594,240.7,0.297,0.0,0.02
101.0,10.96,33.555,3.76,60.2,16.6,17.6,0.02,101,1.49,0.05,25.66,234.3,0.299,0.0,0.02
0.0,15.47,33.173,5.71,100.2,2.0,0.0,0.25,0,0.34,0.12,24.462,346.0,0.0,0.0,0.04
2.0,15.47,33.173,5.71,100.2,2.0,0.0,0.25,2,0.34,0.12,24.462,346.1,0.007,0.0,0.04
10.0,15.46,33.173,5.72,100.4,1.9,0.0,0.25,10,0.34,0.12,24.464,346.1,0.035,0.0,0.04
20.0,15.46,33.173,5.71,100.2,1.9,0.0,0.26,20,0.34,0.12,24.465,346.4,0.069,0.0,0.05
26.0,15.46,33.17,5.7,100.0,2.0,0.0,0.26,26,0.34,0.12,24.463,346.8,0.09,0.0,0.05
30.0,15.46,33.172,5.7,100.0,2.0,0.0,0.26,30,0.34,0.12,24.464,346.7,0.104,0.0,0.05
50.0,15.46,33.172,5.71,100.2,2.1,0.0,0.26,50,0.31,0.13,24.465,347.3,0.173,0.0,0.04
52.0,15.46,33.173,5.71,100.2,2.1,0.0,0.26,52,0.32,0.13,24.466,347.2,0.18,0.0,0.04
75.0,15.4,33.174,5.72,100.2,2.2,0.0,0.22,75,0.37,0.11,24.48,346.6,0.26,0.06,0.03
81.0,15.29,33.176,5.72,100.0,2.3,0.1,0.19,81,0.38,0.11,24.506,344.3,0.281,0.07,0.03
100.0,13.43,33.223,5.76,97.0,3.4,1.1,0.1,100,0.45,0.12,24.934,303.8,0.342,0.0,0.02
103.0,13.29,33.223,5.73,96.2,3.5,1.4,0.09,103,0.46,0.11,24.962,301.2,0.351,0.0,0.02
125.0,10.88,33.068,5.5,87.6,6.8,7.0,0.03,126,0.82,0.04,25.296,269.5,0.414,0.0,0.03
150.0,9.68,33.206,4.86,75.5,14.8,15.5,0.01,151,1.33,0.02,25.607,240.1,0.478,0.0,0.05
0.0,15.37,33.38,5.78,101.4,3.1,0.3,0.77,0,0.4,0.32,24.643,328.7,0.0,0.57,0.07
2.0,15.37,33.38,5.78,101.4,3.1,0.3,0.77,2,0.4,0.32,24.643,328.8,0.007,0.57,0.07
9.0,15.38,33.382,5.77,101.2,2.9,0.2,0.81,9,0.38,0.3,24.643,329.1,0.03,0.48,0.1
10.0,15.39,33.381,5.77,101.2,2.9,0.2,0.81,10,0.38,0.3,24.64,329.4,0.033,0.48,0.1
20.0,15.39,33.381,5.77,101.2,3.0,0.2,0.76,20,0.38,0.34,24.64,329.6,0.066,0.51,0.07
21.0,15.39,33.384,5.77,101.2,3.0,0.2,0.75,21,0.38,0.34,24.642,329.5,0.069,0.51,0.07
30.0,15.39,33.384,5.75,100.9,2.8,0.2,0.73,30,0.38,0.34,24.643,329.7,0.099,0.51,0.08
39.0,15.37,33.386,5.76,101.0,2.8,0.2,0.7,39,0.37,0.32,24.649,329.4,0.128,0.57,0.07
50.0,15.34,33.386,5.7,99.9,3.3,0.5,0.57,50,0.41,0.31,24.656,329.1,0.165,0.73,0.07
56.0,15.03,33.368,5.61,97.7,3.8,0.9,0.48,56,0.48,0.3,24.71,324.1,0.184,0.94,0.07
0.0,14.65,33.387,5.98,103.4,2.8,0.1,0.48,0,0.36,0.15,24.805,313.4,0.0,0.0,0.08
2.0,14.65,33.387,5.98,103.4,2.8,0.1,0.48,2,0.36,0.15,24.805,313.4,0.006,0.0,0.08
9.0,14.65,33.382,5.97,103.2,2.6,0.1,0.47,9,0.35,0.15,24.801,314.0,0.028,0.0,0.06
10.0,14.66,33.387,5.96,103.0,2.6,0.1,0.49,10,0.35,0.16,24.803,313.8,0.031,0.0,0.06
20.0,14.11,33.365,5.8,99.1,3.5,1.3,0.7,20,0.45,0.3,24.902,304.7,0.062,0.0,0.04
21.0,14.08,33.364,5.77,98.6,3.7,1.5,0.72,21,0.47,0.32,24.908,304.2,0.065,0.0,0.04
30.0,13.2,33.347,5.43,91.1,5.7,4.5,0.59,30,0.68,0.34,25.074,288.5,0.092,0.0,0.05
33.0,13.13,33.347,5.31,88.9,6.4,5.6,0.52,33,0.75,0.34,25.088,287.3,0.101,0.0,0.05
40.0,12.78,33.343,5.11,84.9,7.4,7.2,0.41,40,0.83,0.28,25.154,281.1,0.121,0.0,0.05
60.0,11.08,33.46,4.19,67.2,14.6,15.5,0.1,60,1.33,0.11,25.564,242.5,0.173,0.0,0.03
0.0,15.06,33.136,5.91,102.8,2.6,0.0,0.34,0,0.37,0.04,24.523,340.2,0.0,0.0,0.08
2.0,15.06,33.136,5.91,102.8,2.6,0.0,0.34,2,0.37,0.04,24.523,340.3,0.007,0.0,0.08
10.0,15.01,33.133,5.92,102.9,2.6,0.0,0.33,10,0.36,0.06,24.532,339.7,0.034,0.0,0.07
14.0,14.99,33.129,5.92,102.9,2.6,0.0,0.32,14,0.36,0.07,24.533,339.6,0.048,0.0,0.07
20.0,14.9,33.121,5.97,103.5,2.7,0.0,0.45,20,0.37,0.13,24.547,338.5,0.068,0.0,0.07
30.0,14.39,33.094,6.03,103.5,2.9,0.0,0.64,30,0.38,0.22,24.635,330.4,0.101,0.0,0.06
31.0,14.37,33.094,6.03,103.4,2.9,0.0,0.66,31,0.38,0.23,24.639,330.0,0.105,0.0,0.06
45.0,13.71,33.08,5.9,99.8,3.4,1.0,0.5,45,0.48,0.23,24.765,318.4,0.15,0.19,0.03
50.0,13.48,33.076,5.86,98.7,3.7,1.7,0.4,50,0.53,0.2,24.809,314.3,0.166,0.12,0.03
57.0,13.03,33.096,5.79,96.6,4.3,2.8,0.27,57,0.61,0.15,24.914,304.5,0.188,0.0,0.04
75.0,11.89,33.121,5.58,90.9,6.6,6.4,0.14,75,0.81,0.1,25.153,282.1,0.24,0.0,0.03
85.0,11.16,33.113,5.47,87.7,7.8,8.4,0.07,85,0.92,0.07,25.28,270.1,0.268,0.0,0.02
0.0,16.43,33.336,5.65,101.2,2.0,0.0,0.13,0,0.34,0.04,24.371,354.7,0.0,0.0,0.06
2.0,16.43,33.336,5.65,101.2,2.0,0.0,0.13,2,0.34,0.04,24.371,354.8,0.007,0.0,0.06
10.0,16.41,33.337,5.65,101.1,1.9,0.0,0.13,10,0.33,0.04,24.377,354.5,0.035,0.0,0.06
20.0,16.4,33.337,5.66,101.3,1.9,0.0,0.13,20,0.33,0.04,24.379,354.6,0.071,0.0,0.05
26.0,16.4,33.336,5.67,101.5,2.0,0.0,0.13,26,0.34,0.04,24.379,354.8,0.092,0.0,0.05
30.0,16.4,33.337,5.67,101.5,2.0,0.0,0.13,30,0.34,0.04,24.38,354.8,0.106,0.0,0.05
50.0,16.38,33.334,5.66,101.2,1.8,0.0,0.15,50,0.34,0.05,24.383,355.2,0.177,0.0,0.06
57.0,16.19,33.29,5.65,100.6,1.9,0.0,0.13,57,0.34,0.05,24.392,354.5,0.202,0.0,0.06
75.0,11.96,33.041,5.72,93.3,5.6,4.6,0.34,75,0.71,0.26,25.078,289.2,0.26,0.01,0.06
86.0,11.28,33.073,5.46,87.8,7.9,8.5,0.26,86,0.92,0.28,25.227,275.1,0.291,0.0,0.05
100.0,10.64,33.242,4.99,79.2,11.8,13.2,0.13,100,1.19,0.14,25.473,252.1,0.328,0.0,0.04
108.0,10.45,33.279,4.84,76.5,13.2,14.6,0.1,108,1.27,0.11,25.534,246.3,0.348,0.0,0.04
125.0,10.09,33.408,4.45,69.8,16.4,17.5,0.05,126,1.43,0.06,25.697,231.2,0.389,0.0,0.04
150.0,9.51,33.659,3.95,61.3,20.9,20.6,0.0,151,1.59,0.02,25.989,203.8,0.443,0.0,0.05
158.0,9.49,33.698,3.71,57.6,22.7,21.8,0.0,159,1.67,0.02,26.023,200.8,0.46,0.0,0.05
0.0,15.93,33.471,5.72,101.5,2.0,0.0,0.23,0,0.33,0.06,24.588,334.0,0.0,0.0,0.14
2.0,15.93,33.471,5.72,101.5,2.0,0.0,0.23,2,0.33,0.06,24.589,334.0,0.007,0.0,0.14
19.0,15.93,33.467,5.75,102.0,1.9,0.0,0.24,19,0.32,0.07,24.586,334.8,0.063,0.05,0.15
20.0,15.9,33.473,5.74,101.8,1.9,0.0,0.25,20,0.32,0.07,24.597,333.7,0.067,0.05,0.15
30.0,15.85,33.469,5.7,101.0,1.9,0.0,0.35,30,0.32,0.15,24.606,333.2,0.1,0.0,0.14
39.0,15.77,33.462,5.68,100.4,2.1,0.0,0.44,39,0.33,0.28,24.619,332.3,0.13,0.0,0.13
50.0,15.35,33.422,5.66,99.2,2.4,0.0,0.47,50,0.35,0.31,24.682,326.6,0.166,0.0,0.12
60.0,14.5,33.325,5.47,94.2,3.3,1.2,0.31,60,0.5,0.25,24.791,316.5,0.199,0.0,0.11
75.0,12.49,33.294,4.85,80.1,8.0,7.4,0.11,75,0.92,0.15,25.173,280.2,0.243,0.0,0.08
76.0,12.45,33.298,4.79,79.0,8.5,7.9,0.1,76,0.95,0.14,25.184,279.2,0.246,0.0,0.08
112.0,11.82,33.558,3.49,56.9,16.4,15.3,0.02,113,1.48,0.06,25.506,249.4,0.34,0.0,0.1
0.0,15.2,33.432,5.84,102.1,2.5,0.0,0.32,0,0.34,0.12,24.72,321.4,0.0,0.0,0.09
2.0,15.2,33.432,5.84,102.1,2.5,0.0,0.32,2,0.34,0.12,24.721,321.4,0.006,0.0,0.09
10.0,15.19,33.423,5.84,102.1,2.3,0.0,0.33,10,0.34,0.12,24.716,322.1,0.032,0.04,0.09
12.0,15.19,33.424,5.84,102.1,2.3,0.0,0.33,12,0.34,0.12,24.717,322.1,0.039,0.05,0.09
20.0,15.17,33.422,5.83,101.8,2.5,0.0,0.34,20,0.33,0.13,24.72,322.0,0.064,0.01,0.09
25.0,15.16,33.422,5.85,102.2,2.5,0.0,0.35,25,0.33,0.12,24.722,322.0,0.08,0.05,0.09
30.0,15.13,33.417,5.84,101.9,2.5,0.0,0.35,30,0.33,0.13,24.725,321.9,0.097,0.02,0.08
39.0,15.02,33.411,5.84,101.7,2.3,0.0,0.42,39,0.33,0.17,24.745,320.3,0.125,0.0,0.06
50.0,14.38,33.366,5.82,100.0,3.1,0.2,0.49,50,0.39,0.29,24.847,310.8,0.16,0.13,0.05
71.0,13.26,33.318,5.34,89.6,5.5,4.7,0.17,71,0.68,0.15,25.041,292.8,0.224,0.0,0.06
0.0,16.4,33.389,5.63,100.8,1.8,0.0,0.1,0,0.34,0.04,24.418,350.2,0.0,0.0,0.07
2.0,16.4,33.389,5.63,100.8,1.8,0.0,0.1,2,0.34,0.04,24.418,350.2,0.007,0.0,0.07
10.0,16.38,33.39,5.64,100.9,1.9,0.0,0.1,10,0.34,0.03,24.424,349.9,0.035,0.0,0.08
20.0,16.3,33.39,5.64,100.8,1.9,0.0,0.1,20,0.34,0.03,24.443,348.5,0.07,0.0,0.08
28.0,16.29,33.389,5.64,100.7,1.8,0.0,0.11,28,0.34,0.04,24.445,348.6,0.098,0.0,0.09
30.0,16.29,33.389,5.65,100.9,1.8,0.0,0.12,30,0.34,0.04,24.445,348.6,0.105,0.0,0.09
50.0,15.27,33.248,5.73,100.2,2.1,0.0,0.23,50,0.36,0.14,24.565,337.7,0.174,0.01,0.06
58.0,15.23,33.247,5.75,100.5,2.1,0.0,0.29,58,0.38,0.18,24.573,337.2,0.201,0.06,0.05
75.0,14.61,33.217,5.69,98.1,2.5,0.2,0.24,75,0.42,0.17,24.684,327.0,0.257,0.06,0.03
88.0,13.48,33.171,5.66,95.4,3.6,1.5,0.18,88,0.53,0.21,24.883,308.3,0.299,0.0,0.02
100.0,12.78,33.14,5.57,92.5,4.3,3.0,0.16,100,0.6,0.16,24.999,297.5,0.335,0.0,0.02
112.0,12.0,33.164,5.31,86.7,6.4,6.5,0.09,112,0.79,0.1,25.167,281.7,0.37,0.0,0.02
125.0,11.28,33.239,5.09,81.9,8.6,9.5,0.06,126,0.96,0.07,25.358,263.7,0.406,0.0,0.02
150.0,10.61,33.395,4.45,70.6,14.2,15.4,0.02,151,1.32,0.05,25.598,241.3,0.469,0.0,0.03
163.0,10.28,33.563,4.01,63.2,17.6,18.4,0.01,164,1.48,0.03,25.786,223.6,0.499,0.0,0.03
0.0,14.26,32.956,5.99,102.4,2.8,0.0,0.24,0,0.36,0.07,24.555,337.2,0.0,0.0,0.11
2.0,14.26,32.956,5.99,102.4,2.8,0.0,0.24,2,0.36,0.07,24.555,337.2,0.007,0.0,0.11
10.0,14.24,32.961,5.98,102.2,2.6,0.0,0.24,10,0.37,0.07,24.563,336.7,0.034,0.04,0.12
12.0,14.24,32.954,5.98,102.2,2.6,0.0,0.24,12,0.37,0.07,24.558,337.2,0.04,0.05,0.12
20.0,14.2,32.961,5.99,102.3,2.6,0.0,0.25,20,0.36,0.07,24.572,336.1,0.067,0.02,0.13
23.0,14.19,32.952,5.99,102.3,2.6,0.0,0.25,23,0.36,0.07,24.567,336.7,0.077,0.0,0.13
30.0,14.19,32.96,5.99,102.3,2.6,0.0,0.26,30,0.36,0.08,24.573,336.3,0.101,0.0,0.12
34.0,14.19,32.964,5.99,102.3,2.6,0.0,0.27,34,0.36,0.08,24.576,336.1,0.114,0.0,0.11
44.0,14.16,32.952,5.98,102.0,2.6,0.0,0.28,44,0.35,0.08,24.574,336.6,0.148,0.0,0.1
50.0,14.14,32.963,5.98,102.0,2.6,0.0,0.31,50,0.35,0.09,24.586,335.6,0.168,0.0,0.08
61.0,14.14,32.954,5.98,102.0,2.6,0.0,0.37,61,0.35,0.11,24.58,336.5,0.205,0.0,0.05
0.0,12.47,33.719,7.13,118.0,6.8,3.3,19.13,0,0.62,0.21,25.505,246.7,0.0,0.11,1.2
3.0,12.47,33.719,7.13,118.0,6.8,3.3,19.13,3,0.62,0.21,25.505,246.8,0.007,0.11,1.2
7.0,12.24,33.716,6.73,110.9,8.1,5.3,16.89,7,0.81,0.35,25.547,242.9,0.017,0.16,1.3
10.0,11.52,33.697,5.76,93.4,11.2,9.8,13.73,10,1.05,1.04,25.667,231.5,0.024,0.22,1.1
11.0,11.52,33.7,5.46,88.6,12.2,11.1,12.7,11,1.12,1.27,25.67,231.3,0.027,0.24,1.0
14.0,11.51,33.698,5.41,87.7,12.4,11.2,13.0,14,1.13,0.83,25.67,231.4,0.034,0.24,0.31
19.0,11.51,33.693,5.41,87.7,12.2,11.3,14.44,19,1.14,0.41,25.666,231.9,0.045,0.23,0.32
20.0,11.48,33.698,5.32,86.2,12.6,11.6,13.66,20,1.17,0.51,25.676,231.0,0.047,0.34,0.31
30.0,11.06,33.724,4.47,71.8,17.1,15.0,5.86,30,1.47,1.53,25.772,222.0,0.07,1.42,0.23
0.0,14.22,33.145,5.97,102.1,3.0,0.1,0.51,0,0.37,0.19,24.709,322.5,0.0,0.09,0.07
2.0,14.22,33.145,5.97,102.1,3.0,0.1,0.51,2,0.37,0.19,24.709,322.6,0.006,0.09,0.07
10.0,14.22,33.145,5.96,102.0,2.8,0.1,0.52,10,0.36,0.19,24.709,322.8,0.032,0.07,0.08
20.0,14.22,33.144,5.96,102.0,2.9,0.1,0.51,20,0.36,0.21,24.709,323.1,0.065,0.05,0.06
30.0,14.22,33.15,5.95,101.8,2.9,0.0,0.55,30,0.36,0.18,24.714,322.9,0.097,0.06,0.06
37.0,14.22,33.144,5.95,101.8,2.7,0.1,0.51,37,0.35,0.18,24.709,323.5,0.119,0.08,0.04
50.0,14.22,33.144,5.95,101.8,3.0,0.1,0.5,50,0.35,0.18,24.71,323.9,0.162,0.09,0.05
55.0,14.22,33.146,5.95,101.8,3.1,0.1,0.49,55,0.35,0.18,24.711,323.8,0.178,0.1,0.05
0.0,14.43,33.012,5.95,102.1,2.1,0.1,0.19,0,0.33,0.06,24.562,336.5,0.0,0.0,0.07
4.0,14.43,33.012,5.95,102.1,2.1,0.1,0.19,4,0.33,0.06,24.562,336.6,0.013,0.0,0.07
10.0,14.42,33.013,5.96,102.3,2.4,0.0,0.19,10,0.34,0.07,24.565,336.5,0.034,0.0,0.08
13.0,14.43,33.015,5.96,102.3,2.5,0.0,0.19,13,0.34,0.07,24.565,336.6,0.044,0.0,0.08
20.0,14.41,33.014,5.95,102.1,2.0,0.0,0.19,20,0.34,0.06,24.568,336.4,0.067,0.0,0.05
