depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium,darkas
50.0,13.67,33.381,5.74,97.3,4.2,2.5,0.41,50,0.56,0.23,25.008,295.6,0.14,0.21,0.266
54.0,13.12,33.358,5.54,92.7,4.7,3.9,0.27,54,0.65,0.18,25.101,286.7,0.166,0.12,0.224
0.0,15.83,33.473,6.12,108.4,0.2,0.0,0.49,0,0.28,0.22,24.613,331.7,0.0,0.07,0.476
2.0,15.83,33.473,6.12,108.4,0.2,0.0,0.49,2,0.28,0.22,24.613,331.7,0.007,0.07,0.476
8.0,15.42,33.47,6.21,109.0,0.2,0.0,0.58,8,0.29,0.29,24.702,323.5,0.026,0.05,0.529
10.0,15.34,33.467,6.18,108.4,0.2,0.0,0.55,10,0.28,0.27,24.717,322.1,0.033,0.04,0.497
11.0,15.31,33.469,6.22,109.0,0.2,0.0,0.54,11,0.28,0.25,24.726,321.2,0.036,0.04,0.481
19.0,14.94,33.464,6.39,111.2,0.4,0.0,0.86,19,0.28,0.51,24.804,314.1,0.062,0.03,0.63
20.0,14.93,33.464,6.34,110.3,0.5,0.0,0.95,20,0.29,0.58,24.806,313.9,0.063,0.04,0.626
30.0,14.29,33.454,5.87,100.7,2.4,1.3,1.98,30,0.47,1.22,24.934,302.0,0.094,0.28,0.582
34.0,13.88,33.447,5.57,94.7,3.7,2.5,2.44,34,0.57,1.45,25.015,294.4,0.107,0.44,0.565
44.0,11.89,33.478,4.41,72.1,11.2,11.5,0.47,44,1.14,0.4,25.431,254.9,0.135,0.23,0.168
0.0,14.97,33.263,5.91,102.7,3.2,0.0,0.22,0,0.35,0.08,24.64,329.0,0.0,0.04,0.502
2.0,14.97,33.263,5.91,102.7,3.2,0.0,0.22,2,0.35,0.08,24.64,329.1,0.007,0.04,0.502
10.0,14.92,33.261,5.92,102.8,3.2,0.0,0.23,10,0.35,0.07,24.65,328.4,0.033,0.1,0.372
12.0,14.89,33.261,5.92,102.8,3.2,0.0,0.23,12,0.35,0.07,24.658,327.8,0.04,0.11,0.339
16.0,14.88,33.26,5.92,102.7,3.2,0.0,0.24,16,0.35,0.06,24.657,327.9,0.053,0.03,0.24
20.0,14.81,33.282,5.96,103.3,3.3,0.0,0.3,20,0.36,0.08,24.69,324.9,0.06,0.09,0.27
29.0,14.44,33.269,5.99,103.0,3.4,0.0,0.43,29,0.37,0.21,24.76,318.5,0.095,0.12,0.339
30.0,14.42,33.252,5.97,102.6,3.4,0.0,0.46,30,0.37,0.22,24.75,319.5,0.092,0.12,0.333
50.0,13.76,33.195,5.92,100.4,3.6,0.6,0.89,50,0.44,0.42,24.846,310.9,0.156,0.09,0.219
52.0,13.7,33.196,5.91,100.0,3.6,0.7,0.91,52,0.45,0.44,24.859,309.8,0.167,0.08,0.208
66.0,13.15,33.251,5.66,94.8,4.1,2.8,0.54,67,0.58,0.33,25.012,295.6,0.21,0.06,0.177
0.0,16.74,33.467,5.61,101.1,2.4,0.1,0.06,0,0.48,0.01,24.4,351.9,0.0,0.5,0.235
2.0,16.74,33.467,5.61,101.1,2.4,0.1,0.06,2,0.48,0.01,24.4,352.0,0.007,0.5,0.235
10.0,16.72,33.468,5.57,100.4,2.4,0.1,0.07,10,0.36,0.01,24.405,351.8,0.036,0.19,0.218
20.0,16.45,33.469,5.65,101.3,2.4,0.0,0.07,20,0.32,0.01,24.469,346.0,0.058,0.18,0.197
24.0,16.42,33.466,5.68,101.7,2.4,0.0,0.07,24,0.33,0.01,24.474,345.8,0.084,0.24,0.189
30.0,16.4,33.465,5.62,100.7,2.4,0.1,0.07,30,0.33,0.02,24.479,345.5,0.093,0.21,0.17
32.0,16.42,33.469,5.66,101.3,2.4,0.1,0.07,32,0.33,0.02,24.478,345.7,0.112,0.2,0.164
50.0,16.39,33.471,5.6,100.3,2.4,0.0,0.09,50,0.31,0.02,24.487,345.4,0.163,0.06,0.17
56.0,16.37,33.47,5.64,100.9,2.4,0.0,0.1,56,0.3,0.02,24.491,345.2,0.195,0.08,0.172
75.0,16.04,33.469,5.64,100.2,2.4,0.1,0.18,76,0.31,0.08,24.567,338.6,0.249,0.09,0.141
100.0,14.81,33.402,5.66,98.2,2.9,0.4,0.22,101,0.37,0.13,24.789,318.1,0.341,0.04,0.101
125.0,12.92,33.327,5.51,91.8,4.3,3.3,0.2,126,0.57,0.13,25.121,287.0,0.394,0.05,0.127
128.0,12.92,33.326,5.51,91.8,4.4,3.5,0.19,129,0.58,0.12,25.119,287.2,0.425,0.05,0.13
0.0,15.82,33.492,5.92,104.8,1.5,0.2,0.28,0,0.31,0.08,24.629,330.1,0.0,0.18,0.457
2.0,15.82,33.492,5.92,104.8,1.5,0.2,0.28,2,0.31,0.08,24.629,330.1,0.007,0.18,0.457
10.0,15.22,33.49,6.19,108.2,0.9,0.1,0.56,10,0.29,0.26,24.761,317.9,0.03,0.08,0.458
14.0,14.95,33.485,6.47,112.6,0.7,0.1,0.71,14,0.29,0.34,24.816,312.8,0.045,0.08,0.459
18.0,14.6,33.476,6.61,114.1,0.7,0.0,0.89,18,0.26,0.46,24.885,306.3,0.058,0.03,0.476
20.0,14.26,33.459,6.59,113.1,1.7,0.8,1.19,20,0.36,0.61,24.944,300.8,0.061,0.06,0.436
30.0,12.65,33.425,4.89,81.1,7.3,7.1,1.46,30,0.85,0.84,25.244,272.4,0.09,0.15,0.237
32.0,12.46,33.43,4.66,76.9,8.5,8.8,1.26,32,0.95,0.78,25.284,268.6,0.098,0.15,0.197
50.0,11.28,33.516,4.04,65.0,13.7,14.7,0.42,50,1.3,0.37,25.572,241.7,0.142,0.04,0.148
58.0,10.83,33.554,3.79,60.5,15.9,16.7,0.34,58,1.42,0.32,25.683,231.3,0.163,0.02,0.126
74.0,10.23,33.685,3.17,50.0,21.1,20.8,0.1,75,1.7,0.18,25.889,212.0,0.198,0.04,0.157
0.0,15.06,33.408,5.86,102.2,2.5,0.0,0.34,0,0.4,0.1,24.733,320.2,0.0,0.34,0.227
2.0,15.06,33.408,5.86,102.2,2.5,0.0,0.34,2,0.4,0.1,24.733,320.3,0.006,0.34,0.227
10.0,14.96,33.406,5.86,101.9,2.5,0.0,0.33,10,0.4,0.1,24.754,318.5,0.032,0.15,0.3
12.0,14.93,33.408,5.89,102.4,2.5,0.0,0.33,12,0.4,0.1,24.762,317.8,0.038,0.1,0.318
15.0,14.86,33.407,5.87,101.9,2.5,0.0,0.34,15,0.37,0.11,24.776,316.6,0.048,0.26,0.274
20.0,14.84,33.405,5.88,102.1,2.5,0.0,0.36,20,0.37,0.12,24.779,316.5,0.059,0.17,0.26
27.0,14.81,33.403,5.89,102.1,2.5,0.0,0.39,27,0.37,0.13,24.784,316.2,0.086,0.05,0.24
30.0,14.81,33.402,5.87,101.8,2.5,0.0,0.38,30,0.37,0.13,24.783,316.4,0.091,0.08,0.229
50.0,14.69,33.392,5.81,100.5,2.7,0.2,0.31,50,0.43,0.14,24.804,315.1,0.159,0.37,0.154
64.0,12.4,33.296,5.45,89.9,5.1,5.2,0.46,65,0.69,0.38,25.193,278.2,0.2,0.04,0.167
0.0,16.29,33.454,5.65,100.9,2.4,0.2,0.07,0,0.3,0.01,24.493,343.0,0.0,0.52,0.17
2.0,16.29,33.454,5.65,100.9,2.4,0.2,0.07,2,0.3,0.01,24.494,343.1,0.007,0.52,0.17
10.0,16.29,33.452,5.66,101.1,2.4,0.1,0.07,10,0.29,0.01,24.494,343.3,0.035,0.31,0.146
20.0,16.29,33.452,5.66,101.1,2.4,0.0,0.06,20,0.29,0.01,24.494,343.7,0.054,0.16,0.115
22.0,16.29,33.453,5.65,101.0,2.4,0.0,0.06,22,0.29,0.01,24.495,343.6,0.076,0.13,0.109
28.0,16.28,33.454,5.64,100.8,2.4,0.0,0.07,28,0.29,0.01,24.497,343.7,0.096,0.04,0.11
30.0,16.28,33.453,5.65,101.0,2.4,0.0,0.07,30,0.29,0.01,24.496,343.8,0.088,0.05,0.11
48.0,16.28,33.455,5.65,100.8,2.3,0.0,0.08,48,0.3,0.01,24.5,344.1,0.165,0.13,0.114
50.0,16.27,33.455,5.68,101.4,2.3,0.0,0.08,50,0.3,0.02,24.502,344.0,0.158,0.15,0.116
75.0,15.88,33.454,5.65,100.1,2.4,0.0,0.15,76,0.29,0.06,24.592,336.2,0.257,0.08,0.14
86.0,15.73,33.483,5.67,100.2,2.5,0.0,0.18,87,0.29,0.1,24.648,331.3,0.294,0.09,0.151
100.0,14.0,33.384,5.74,97.8,3.3,1.3,0.27,101,0.42,0.2,24.946,303.1,0.325,0.11,0.117
110.0,12.79,33.379,5.48,91.0,4.5,3.6,0.2,111,0.55,0.2,25.185,280.3,0.367,0.05,0.093
0.0,15.91,33.554,5.75,102.1,2.8,0.0,0.37,0,0.32,0.06,24.658,327.4,0.0,0.41,0.303
2.0,15.91,33.554,5.75,102.1,2.8,0.0,0.37,2,0.32,0.06,24.658,327.4,0.007,0.41,0.303
10.0,15.91,33.55,5.74,101.8,2.7,0.1,0.36,10,0.33,0.05,24.655,328.0,0.033,0.28,0.228
12.0,15.89,33.551,5.73,101.7,2.7,0.1,0.36,12,0.33,0.05,24.659,327.7,0.039,0.25,0.209
15.0,15.9,33.551,5.75,102.0,2.7,0.0,0.39,15,0.33,0.06,24.659,327.8,0.049,0.64,0.35
20.0,15.87,33.548,5.75,101.9,2.8,0.0,0.41,20,0.33,0.07,24.663,327.6,0.061,0.52,0.298
28.0,15.71,33.551,5.75,101.6,2.8,0.0,0.45,28,0.33,0.08,24.701,324.2,0.092,0.34,0.215
30.0,15.56,33.532,5.79,102.0,3.0,0.2,0.55,30,0.35,0.13,24.721,322.4,0.081,0.37,0.206
50.0,11.64,33.483,4.85,78.7,8.6,8.5,0.55,50,0.88,0.28,25.482,250.3,0.155,0.3,0.121
64.0,10.95,33.56,3.75,60.0,15.6,16.8,0.2,65,1.42,0.19,25.667,232.9,0.19,0.48,0.161
0.0,15.72,33.105,5.8,102.3,2.9,0.0,0.11,0,0.35,0.02,24.354,356.3,0.0,0.42,0.533
2.0,15.72,33.105,5.8,102.3,2.9,0.0,0.11,2,0.35,0.02,24.355,356.3,0.007,0.42,0.533
14.0,15.53,33.102,5.82,102.2,2.9,0.0,0.12,14,0.35,0.02,24.394,352.9,0.05,0.09,0.21
20.0,15.51,33.103,5.8,101.8,2.9,0.0,0.13,20,0.35,0.02,24.4,352.6,0.071,0.08,0.208
30.0,15.47,33.103,5.86,102.7,2.9,0.0,0.14,30,0.34,0.03,24.411,351.9,0.107,0.19,0.217
35.0,15.42,33.108,5.82,101.9,2.9,0.0,0.15,35,0.34,0.03,24.425,350.7,0.124,0.25,0.221
50.0,15.14,33.151,5.9,102.8,2.8,0.0,0.24,50,0.36,0.07,24.52,342.2,0.177,0.07,0.198
64.0,14.87,33.282,5.74,99.6,2.7,0.0,0.59,65,0.34,0.28,24.681,327.3,0.223,0.08,0.176
75.0,14.15,33.211,5.82,99.5,3.2,1.0,0.55,76,0.43,0.31,24.779,318.2,0.244,0.08,0.135
81.0,13.09,33.191,5.65,94.5,3.9,2.5,0.32,82,0.54,0.21,24.979,299.2,0.277,0.09,0.112
0.0,16.64,33.37,5.67,102.0,2.5,0.1,0.08,0,0.31,0.01,24.349,356.8,0.0,0.23,0.263
2.0,16.64,33.37,5.67,102.0,2.5,0.1,0.08,2,0.31,0.01,24.349,356.9,0.007,0.23,0.263
10.0,16.61,33.369,5.66,101.7,2.5,0.0,0.08,10,0.31,0.01,24.355,356.6,0.036,0.33,0.232
20.0,16.6,33.369,5.68,102.1,2.5,0.0,0.08,20,0.31,0.01,24.359,356.6,0.065,0.31,0.192
30.0,16.57,33.369,5.68,101.9,2.5,0.0,0.09,30,0.31,0.01,24.365,356.3,0.101,0.05,0.153
31.0,16.57,33.369,5.67,101.8,2.5,0.0,0.09,31,0.31,0.01,24.365,356.4,0.111,0.02,0.149
40.0,16.56,33.374,5.64,101.3,2.5,0.0,0.09,40,0.31,0.01,24.373,355.9,0.143,0.06,0.181
71.0,15.57,33.341,5.79,101.9,2.5,0.0,0.16,72,0.31,0.04,24.574,337.8,0.251,0.06,0.676
75.0,15.39,33.31,5.85,102.6,2.6,0.0,0.19,76,0.32,0.07,24.59,336.4,0.259,0.05,0.634
100.0,13.96,33.278,5.77,98.2,3.4,1.5,0.27,101,0.45,0.18,24.871,310.2,0.341,0.04,0.374
125.0,11.91,33.223,5.51,89.8,5.6,5.7,0.15,126,0.71,0.17,25.233,276.0,0.387,0.03,0.113
126.0,11.8,33.227,5.43,88.4,5.7,5.9,0.15,127,0.72,0.17,25.256,273.8,0.421,0.03,0.103
162.0,10.1,33.558,4.07,63.9,16.5,17.4,0.02,163,1.41,0.03,25.816,221.0,0.51,0.04,0.083
0.0,16.61,33.515,7.03,126.4,4.0,0.1,3.98,0,0.25,1.67,24.468,345.5,0.0,0.02,1.523
1.0,16.61,33.515,7.03,126.4,4.0,0.1,3.98,1,0.25,1.67,24.468,345.5,0.004,0.02,1.523
3.0,16.12,33.511,6.94,123.7,3.9,0.1,6.28,3,0.27,1.17,24.576,335.3,0.01,0.02,1.472
5.0,15.84,33.511,6.86,121.4,3.7,0.1,4.79,5,0.35,2.23,24.64,329.2,0.017,0.03,1.15
8.0,15.69,33.511,6.81,120.2,3.6,0.1,5.03,8,0.31,2.34,24.674,326.1,0.027,0.05,1.501
10.0,15.44,33.506,6.78,119.2,3.5,0.1,6.67,10,0.32,2.48,24.726,321.2,0.029,0.05,1.515
15.0,15.12,33.512,6.56,114.5,3.1,0.1,10.75,15,0.33,2.85,24.8,314.3,0.049,0.06,1.55
17.0,14.67,33.513,6.02,104.2,4.2,0.7,13.67,17,0.45,2.9,24.898,305.0,0.055,0.1,1.311
0.0,18.86,33.183,5.6,104.9,2.9,0.0,0.09,0,0.35,0.01,23.67,421.5,0.0,0.05,0.279
2.0,18.86,33.183,5.6,104.9,2.9,0.0,0.09,2,0.35,0.01,23.67,421.6,0.008,0.05,0.279
17.0,17.58,33.145,5.58,102.0,2.7,0.0,0.1,17,0.34,0.02,23.956,394.9,0.069,0.06,0.365
20.0,17.48,33.144,5.57,101.7,2.7,0.0,0.11,20,0.34,0.02,23.979,392.8,0.067,0.05,0.374
23.0,17.41,33.146,5.6,102.0,2.7,0.0,0.12,23,0.34,0.02,23.997,391.2,0.093,0.04,0.382
30.0,17.22,33.141,5.65,102.6,2.3,0.0,0.16,30,0.34,0.04,24.039,387.4,0.107,0.04,0.367
41.0,17.03,33.147,5.72,103.5,2.0,0.0,0.22,41,0.34,0.07,24.089,383.1,0.162,0.02,0.343
50.0,16.57,33.129,5.81,104.2,2.2,0.0,0.28,50,0.34,0.08,24.184,374.3,0.184,0.03,0.309
75.0,13.4,33.157,6.13,103.1,3.8,1.4,0.31,76,0.46,0.21,24.89,307.5,0.27,0.05,0.214
86.0,12.15,33.148,5.53,90.6,5.5,5.2,0.36,87,0.72,0.24,25.128,284.9,0.315,0.06,0.172
100.0,11.15,33.127,5.35,85.8,7.0,8.4,0.31,101,0.9,0.22,25.294,269.3,0.353,0.03,0.272
0.0,19.12,33.609,5.5,103.9,1.4,0.0,0.24,0,0.33,0.04,23.93,396.7,0.0,0.11,0.885
2.0,19.12,33.609,5.5,103.9,1.4,0.0,0.24,2,0.33,0.04,23.93,396.8,0.008,0.11,0.885
9.0,18.17,33.589,5.62,104.2,1.4,0.0,0.22,9,0.33,0.04,24.153,375.8,0.035,0.14,0.464
10.0,18.1,33.588,5.61,103.9,1.4,0.0,0.22,10,0.33,0.04,24.167,374.5,0.023,0.12,0.479
14.0,17.96,33.591,5.63,104.1,1.4,0.0,0.22,14,0.32,0.04,24.206,371.0,0.054,0.06,0.541
20.0,17.77,33.585,5.63,103.6,1.4,0.0,0.27,20,0.32,0.07,24.248,367.2,0.06,0.08,0.74
26.0,16.94,33.57,5.66,102.6,1.3,0.0,0.31,26,0.32,0.09,24.435,349.5,0.097,0.1,0.939
30.0,15.08,33.505,6.04,105.3,1.6,1.0,0.71,30,0.41,0.26,24.806,314.3,0.096,0.23,0.852
50.0,11.14,33.334,5.07,81.5,9.2,12.7,0.37,50,1.18,0.15,25.456,252.7,0.153,0.16,0.415
53.0,10.94,33.333,4.87,77.8,10.3,14.0,0.26,53,1.25,0.1,25.492,249.3,0.175,0.04,0.349
62.0,10.48,33.413,4.44,70.4,13.7,16.9,0.11,63,1.41,0.07,25.634,236.0,0.196,0.05,0.326
0.0,17.8,33.149,5.61,103.0,2.9,0.0,0.1,0,0.33,0.03,23.904,399.2,0.0,0.04,0.415
2.0,17.8,33.149,5.61,103.0,2.9,0.0,0.1,2,0.33,0.03,23.904,399.3,0.008,0.04,0.415
15.0,17.44,33.152,5.59,102.0,2.8,0.0,0.23,15,0.33,0.03,23.993,391.3,0.059,0.03,0.347
20.0,17.42,33.153,5.61,102.2,2.8,0.0,0.12,20,0.33,0.03,24.0,390.8,0.079,0.04,0.426
40.0,17.37,33.152,5.6,102.0,2.8,0.0,0.15,40,0.34,0.04,24.013,390.3,0.157,0.04,0.314
50.0,17.35,33.15,5.58,101.6,2.7,0.0,0.2,50,0.35,0.06,24.018,390.2,0.188,0.07,0.312
75.0,15.86,33.398,5.77,102.1,2.7,0.2,0.32,76,0.4,0.22,24.553,340.0,0.28,0.21,0.307
80.0,14.82,33.215,5.84,101.2,2.7,0.3,0.3,81,0.43,0.25,24.642,331.5,0.306,0.31,0.306
93.0,13.29,33.15,5.85,98.2,3.5,1.0,0.25,94,0.49,0.2,24.907,306.4,0.347,0.35,0.392
0.0,20.25,33.604,5.58,107.7,0.2,0.2,0.27,0,0.19,0.06,23.632,425.1,0.0,0.03,0.644
2.0,20.25,33.604,5.58,107.7,0.2,0.2,0.27,2,0.19,0.06,23.632,425.2,0.009,0.03,0.644
10.0,20.09,33.594,5.62,108.0,0.3,0.0,0.3,10,0.21,0.1,23.67,422.0,0.042,0.01,1.029
15.0,19.84,33.59,5.63,107.7,0.4,0.0,0.32,15,0.21,0.07,23.731,416.3,0.063,0.01,0.744
20.0,16.67,33.484,6.54,117.7,1.8,0.0,0.85,20,0.3,0.27,24.431,349.7,0.072,0.01,0.8
29.0,15.28,33.428,6.18,108.2,3.7,0.0,1.22,29,0.36,0.55,24.702,324.1,0.113,0.0,0.902
30.0,15.12,33.447,6.26,109.3,3.3,0.1,1.91,30,0.35,0.59,24.752,319.4,0.106,0.01,0.885
50.0,12.11,33.382,5.15,84.4,8.6,8.9,0.4,50,0.96,0.26,25.316,266.1,0.165,0.17,0.546
58.0,11.44,33.429,4.51,72.9,11.4,12.4,0.29,58,1.17,0.21,25.476,251.0,0.195,0.04,0.41
69.0,11.16,33.472,4.17,67.1,13.2,14.2,0.24,70,1.27,0.19,25.56,243.3,0.222,0.01,0.359
0.0,18.2,33.544,5.76,106.8,2.3,0.1,0.52,0,0.33,0.09,24.109,379.7,0.0,0.03,0.68
2.0,18.2,33.544,5.76,106.8,2.3,0.1,0.52,2,0.33,0.09,24.109,379.7,0.008,0.03,0.68
7.0,18.06,33.544,5.82,107.6,2.2,0.2,0.73,7,0.34,0.12,24.144,376.6,0.027,0.04,0.519
10.0,18.0,33.541,5.85,108.1,2.0,0.1,0.99,10,0.34,0.14,24.156,375.5,0.038,0.04,0.569
18.0,14.43,33.42,5.84,100.4,4.3,2.5,1.05,18,0.55,0.35,24.877,307.0,0.065,0.08,0.442
20.0,13.67,33.423,5.72,96.9,4.9,3.4,1.01,20,0.61,0.35,25.039,291.7,0.057,0.08,0.425
30.0,12.43,33.408,5.17,85.4,7.9,8.0,0.84,30,0.88,0.35,25.273,269.6,0.085,0.09,0.342
39.0,11.86,33.419,4.84,78.9,9.7,10.4,0.7,39,1.02,0.3,25.389,258.8,0.123,0.09,0.267
45.0,11.3,33.44,4.59,74.0,11.2,12.1,0.55,45,1.14,0.27,25.509,247.5,0.138,0.05,0.49
0.0,20.39,33.641,5.35,103.6,2.1,0.0,0.11,0,0.3,0.02,23.625,425.8,0.0,0.06,0.513
3.0,20.39,33.641,5.35,103.6,2.1,0.0,0.11,3,0.3,0.02,23.625,425.9,0.013,0.06,0.513
16.0,19.45,33.605,5.49,104.3,2.1,0.0,0.12,16,0.31,0.03,23.843,405.6,0.067,0.05,0.456
20.0,18.8,33.581,5.61,105.2,2.1,0.0,0.12,20,0.3,0.03,23.989,391.9,0.083,0.04,0.391
39.0,14.37,33.405,5.94,102.0,3.5,1.0,0.47,39,0.46,0.22,24.881,307.3,0.151,0.1,0.487
50.0,13.33,33.368,5.69,95.8,4.6,3.1,0.56,50,0.6,0.29,25.065,290.1,0.172,0.12,0.421
75.0,11.04,33.408,4.58,73.4,11.7,13.2,0.33,76,1.2,0.23,25.532,246.1,0.22,0.07,0.271
81.0,10.84,33.428,4.43,70.7,12.9,14.5,0.23,82,1.27,0.19,25.584,241.3,0.265,0.05,0.235
94.0,10.71,33.508,4.08,65.0,15.3,16.5,0.21,95,1.41,0.16,25.67,233.4,0.296,0.04,0.285
0.0,17.0,33.298,5.69,102.9,1.7,0.0,0.19,0,0.34,0.04,24.209,370.1,0.0,0.01,1.815
3.0,17.0,33.298,5.69,102.9,1.7,0.0,0.19,3,0.34,0.04,24.209,370.2,0.011,0.01,1.815
10.0,16.99,33.292,5.67,102.6,1.7,0.0,0.19,10,0.35,0.04,24.209,370.5,0.037,0.03,0.731
12.0,16.93,33.293,5.67,102.5,1.7,0.0,0.19,12,0.35,0.04,24.223,369.2,0.044,0.03,0.421
16.0,16.95,33.289,5.69,102.9,1.7,0.0,0.19,16,0.35,0.05,24.215,370.1,0.059,0.04,0.368
20.0,16.82,33.268,5.7,102.7,1.8,0.0,0.19,20,0.34,0.05,24.229,369.0,0.067,0.02,0.366
29.0,15.75,33.247,5.92,104.5,2.1,0.0,0.33,29,0.35,0.12,24.459,347.3,0.107,0.02,0.36
30.0,15.73,33.24,5.89,103.9,2.1,0.0,0.34,30,0.36,0.13,24.458,347.5,0.103,0.05,0.36
50.0,14.44,33.197,5.96,102.4,2.5,0.3,0.47,50,0.43,0.24,24.706,324.4,0.154,0.22,0.357
62.0,13.74,33.357,5.68,96.3,2.8,4.1,0.28,62,0.71,0.16,24.976,299.0,0.215,1.04,0.356
71.0,12.4,33.261,5.4,89.0,5.3,7.5,0.19,72,0.86,0.14,25.168,280.8,0.241,0.04,0.245
0.0,18.51,33.35,5.45,101.5,2.8,0.1,0.1,0,0.32,0.02,23.883,401.2,0.0,0.07,0.259
2.0,18.51,33.35,5.45,101.5,2.8,0.1,0.1,2,0.32,0.02,23.884,401.2,0.008,0.07,0.259
20.0,18.5,33.352,5.47,101.9,2.7,0.0,0.08,20,0.33,0.01,23.891,401.2,0.08,0.02,0.365
27.0,18.49,33.351,5.45,101.6,2.7,0.0,0.08,27,0.33,0.02,23.891,401.5,0.108,0.03,0.242
30.0,18.5,33.35,5.44,101.3,2.7,0.0,0.08,30,0.33,0.02,23.89,401.7,0.101,0.03,0.254
49.0,17.96,33.344,5.55,102.3,2.6,0.0,0.12,49,0.31,0.01,24.019,390.1,0.195,0.02,0.332
50.0,17.95,33.347,5.54,102.2,2.7,0.0,0.13,50,0.31,0.02,24.023,389.8,0.181,0.02,0.331
75.0,14.64,33.238,5.92,102.2,3.3,1.0,0.22,76,0.44,0.1,24.697,326.1,0.271,0.09,0.296
100.0,11.23,33.085,5.45,87.5,6.3,6.7,0.19,101,0.82,0.1,25.248,273.7,0.324,0.06,0.261
104.0,10.86,33.07,5.45,86.7,6.9,7.9,0.17,105,0.89,0.09,25.303,268.5,0.375,0.03,0.255
121.0,10.11,33.176,5.15,80.7,10.2,11.8,0.1,122,1.09,0.1,25.515,248.6,0.419,0.01,0.261
0.0,21.69,33.65,5.35,106.0,1.6,0.1,0.12,0,0.29,0.02,23.281,458.7,0.0,0.04,0.379
2.0,21.69,33.65,5.35,106.0,1.6,0.1,0.12,2,0.29,0.02,23.281,458.8,0.009,0.04,0.379
17.0,19.11,33.588,5.55,104.9,1.8,0.0,0.13,17,0.3,0.03,23.919,398.5,0.075,0.06,0.518
20.0,18.45,33.542,5.81,108.2,1.9,0.0,0.13,20,0.32,0.03,24.048,386.3,0.053,0.06,0.588
23.0,17.26,33.497,6.0,109.3,2.0,0.0,0.13,23,0.34,0.03,24.302,362.2,0.098,0.06,0.658
30.0,15.4,33.415,6.15,108.0,2.6,0.0,0.21,30,0.37,0.08,24.667,327.5,0.089,0.05,0.704
43.0,13.3,33.334,5.71,96.0,4.0,2.5,0.57,43,0.6,0.3,25.047,291.6,0.162,0.07,0.79
50.0,12.94,33.361,5.48,91.4,5.4,4.7,0.53,50,0.74,0.29,25.138,283.1,0.14,0.07,0.748
75.0,11.31,33.47,4.23,68.3,12.6,13.1,0.18,76,1.26,0.17,25.533,246.0,0.206,0.03,0.599
88.0,10.89,33.594,3.63,58.0,16.3,16.3,0.09,89,1.5,0.1,25.705,230.0,0.28,0.05,0.521
100.0,10.32,33.633,3.46,54.7,18.5,18.1,0.05,101,1.6,0.07,25.834,217.8,0.264,0.03,0.265
103.0,10.28,33.646,3.48,54.9,19.1,18.6,0.05,104,1.62,0.06,25.851,216.3,0.313,0.02,0.201
0.0,16.84,33.499,5.67,102.4,0.7,0.0,0.19,0,0.32,0.04,24.4,351.9,0.0,0.05,0.234
3.0,16.84,33.499,5.67,102.4,0.7,0.0,0.19,3,0.32,0.04,24.401,352.0,0.011,0.05,0.234
10.0,16.82,33.501,5.68,102.6,0.6,0.0,0.2,10,0.32,0.04,24.409,351.4,0.035,0.06,4.872
14.0,16.81,33.519,5.68,102.6,0.6,0.0,0.21,14,0.32,0.05,24.425,350.1,0.049,0.04,0.385
20.0,16.22,33.528,5.72,102.2,0.6,0.0,0.23,20,0.32,0.09,24.567,336.7,0.063,0.05,0.397
27.0,16.04,33.535,5.75,102.3,0.6,0.0,0.29,27,0.32,0.13,24.614,332.4,0.093,0.03,0.411
30.0,15.97,33.53,5.71,101.4,0.6,0.0,0.3,30,0.32,0.24,24.627,331.3,0.092,0.06,0.401
50.0,14.21,33.407,5.56,95.2,3.0,2.5,0.32,50,0.6,0.18,24.915,304.4,0.157,1.22,0.331
55.0,12.4,33.131,5.55,91.5,5.2,4.7,0.23,55,0.76,0.19,25.065,290.2,0.183,0.78,0.314
66.0,11.69,33.177,5.29,85.8,7.0,8.5,0.11,67,0.93,0.11,25.234,274.2,0.214,0.05,0.304
0.0,18.47,33.477,5.33,99.3,2.7,0.1,0.11,0,0.32,0.02,23.991,390.9,0.0,0.35,0.378
3.0,18.47,33.477,5.33,99.3,2.7,0.1,0.11,3,0.32,0.02,23.991,391.0,0.012,0.35,0.378
17.0,18.06,33.458,5.5,101.6,2.6,0.0,0.11,17,0.32,0.02,24.079,383.2,0.066,0.06,0.319
20.0,18.02,33.449,5.55,102.5,2.6,0.0,0.13,20,0.33,0.03,24.084,382.8,0.058,0.04,0.34
22.0,17.93,33.456,5.52,101.9,2.7,0.0,0.14,22,0.33,0.03,24.109,380.5,0.085,0.03,0.354
30.0,17.18,33.41,5.73,104.1,2.4,0.0,0.18,30,0.35,0.06,24.255,366.9,0.096,0.05,0.415
43.0,15.19,33.415,6.07,106.0,2.2,0.0,0.35,43,0.38,0.14,24.713,323.6,0.16,0.13,0.515
50.0,14.42,33.275,5.97,102.7,2.7,0.7,0.37,50,0.45,0.16,24.771,318.2,0.165,0.33,0.478
75.0,12.43,33.194,5.56,91.6,5.2,5.2,0.3,76,0.73,0.17,25.109,286.5,0.216,0.17,0.345
89.0,11.53,33.288,5.08,82.2,7.9,9.7,0.17,90,0.98,0.16,25.352,263.6,0.297,0.08,0.27
