depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium
86.0,12.41,33.265,5.37,88.5,4.7,4.7,0.2,86,0.55,0.19,25.167,281.1,0.301,0.02
100.0,10.88,33.212,5.01,79.9,9.1,10.9,0.06,100,0.96,0.09,25.407,258.3,0.339,0.01
113.0,10.56,33.26,4.82,76.4,11.1,12.8,0.04,113,1.07,0.07,25.501,249.7,0.372,0.0
125.0,9.99,33.388,4.45,69.7,15.0,16.2,0.02,126,1.27,0.05,25.698,231.1,0.401,0.0
140.0,9.78,33.581,3.66,57.1,20.4,21.0,0.01,141,1.58,0.04,25.884,213.7,0.434,0.0
150.0,9.55,33.666,3.42,53.1,22.5,22.4,0.01,151,1.66,0.04,25.988,203.9,0.455,0.0
170.0,9.12,33.81,3.36,51.7,25.6,23.7,0.0,171,1.73,0.03,26.171,186.9,0.494,0.0
200.0,8.66,33.955,2.84,43.3,31.1,26.5,0.0,201,1.91,0.02,26.357,169.7,0.548,0.0
202.0,8.64,33.948,2.87,43.8,31.5,26.7,0.0,203,1.92,0.02,26.354,170.0,0.551,0.0
0.0,18.04,33.186,5.55,102.4,1.1,0.0,0.2,0,0.29,0.02,23.875,402.0,0.0,0.0
2.0,18.04,33.186,5.55,102.4,1.1,0.0,0.2,2,0.29,0.02,23.875,402.1,0.008,0.0
10.0,17.54,33.151,5.56,101.6,1.1,0.0,0.21,10,0.3,0.05,23.969,393.3,0.04,0.13
14.0,17.45,33.15,5.53,100.9,1.2,0.0,0.23,14,0.3,0.06,23.99,391.5,0.056,0.33
20.0,17.36,33.146,5.6,102.0,1.2,0.0,0.2,20,0.29,0.06,24.008,389.9,0.079,0.23
25.0,17.31,33.147,5.64,102.6,1.2,0.0,0.18,25,0.27,0.06,24.021,388.8,0.098,0.03
30.0,16.8,33.142,5.65,101.8,1.2,0.0,0.23,30,0.25,0.08,24.137,377.9,0.118,0.02
39.0,15.15,33.072,6.13,106.8,1.1,0.0,0.35,39,0.24,0.14,24.455,347.8,0.15,0.0
50.0,14.35,33.034,6.16,105.6,1.1,0.0,0.39,50,0.27,0.2,24.597,334.5,0.188,0.0
60.0,14.03,33.065,6.16,104.9,1.4,0.2,0.83,60,0.27,0.27,24.688,326.1,0.221,0.0
72.0,13.26,33.09,5.89,98.7,2.1,1.7,0.44,72,0.45,0.38,24.865,309.6,0.259,0.23
75.0,12.98,33.098,5.84,97.3,2.2,2.3,0.38,75,0.49,0.29,24.926,303.8,0.268,0.17
78.0,12.79,33.095,5.73,95.1,2.4,3.0,0.33,78,0.54,0.2,24.961,300.5,0.277,0.09
85.0,12.49,33.127,5.59,92.2,3.6,5.3,0.25,85,0.65,0.16,25.044,292.7,0.298,0.0
95.0,12.43,33.269,5.39,88.9,5.3,8.6,0.16,95,0.85,0.12,25.166,281.4,0.327,0.0
100.0,12.03,33.326,5.28,86.4,6.8,10.1,0.11,100,0.94,0.09,25.286,270.0,0.341,0.0
110.0,11.11,33.348,4.91,78.8,10.1,12.6,0.04,110,1.06,0.05,25.472,252.4,0.367,0.0
125.0,10.2,33.392,4.61,72.5,13.3,14.5,0.03,126,1.1,0.05,25.666,234.2,0.403,0.0
145.0,9.42,33.643,3.86,59.8,20.8,20.7,0.01,146,1.54,0.02,25.991,203.5,0.447,0.0
150.0,9.36,33.678,3.79,58.6,22.4,22.0,0.01,151,1.63,0.02,26.028,200.1,0.457,0.0
170.0,9.09,33.841,2.96,45.6,27.8,25.8,0.0,171,1.87,0.02,26.2,184.2,0.495,0.0
200.0,8.53,33.959,3.0,45.6,31.7,26.5,0.0,201,1.89,0.02,26.38,167.5,0.548,0.0
0.0,18.75,33.212,5.49,102.7,1.7,0.0,0.09,0,0.24,0.02,23.719,416.8,0.0,0.0
2.0,18.75,33.212,5.49,102.7,1.7,0.0,0.09,2,0.24,0.02,23.719,416.9,0.008,0.0
10.0,18.96,33.471,5.45,102.5,1.9,0.0,0.08,10,0.21,0.03,23.865,403.3,0.041,0.0
20.0,19.01,33.585,5.38,101.4,1.7,0.0,0.09,20,0.2,0.03,23.94,396.5,0.081,0.0
25.0,18.92,33.587,5.6,105.3,1.6,0.0,0.09,25,0.19,0.03,23.964,394.4,0.101,0.0
30.0,18.49,33.489,5.46,101.8,1.5,0.0,0.09,30,0.2,0.03,23.997,391.4,0.121,0.0
40.0,16.44,33.162,5.8,103.7,1.5,0.0,0.09,40,0.23,0.02,24.236,368.8,0.159,0.0
49.0,16.24,33.095,5.93,105.6,1.5,0.0,0.1,49,0.23,0.02,24.231,369.6,0.192,0.0
50.0,16.26,33.166,5.88,104.8,1.5,0.0,0.1,50,0.23,0.02,24.281,364.9,0.195,0.0
62.0,15.35,33.189,5.99,104.9,1.5,0.0,0.16,62,0.23,0.05,24.503,344.0,0.238,0.0
73.0,14.58,33.094,6.01,103.5,1.7,0.0,0.27,73,0.25,0.13,24.596,335.4,0.275,0.0
75.0,14.38,33.085,5.98,102.6,1.7,0.1,0.31,75,0.26,0.15,24.631,332.1,0.282,0.0
87.0,13.59,33.111,5.84,98.6,2.2,0.6,0.48,87,0.37,0.25,24.815,314.8,0.321,0.0
100.0,13.02,33.135,5.63,93.9,3.1,3.3,0.34,100,0.5,0.24,24.948,302.4,0.361,0.0
112.0,12.76,33.323,5.41,89.9,4.0,4.7,0.19,112,0.55,0.14,25.145,284.0,0.396,0.0
125.0,12.85,33.475,5.34,89.0,4.3,4.1,0.19,125,0.47,0.12,25.245,274.8,0.432,0.0
140.0,12.5,33.624,5.2,86.1,5.3,5.3,0.12,141,0.5,0.11,25.429,257.6,0.472,0.0
150.0,11.3,33.481,5.05,81.4,7.7,8.1,0.08,151,0.69,0.08,25.543,246.7,0.498,0.0
170.0,10.17,33.527,4.53,71.3,14.2,15.0,0.03,171,1.17,0.03,25.777,224.6,0.545,0.0
200.0,9.33,33.738,3.58,55.4,23.3,22.3,0.0,201,1.65,0.01,26.081,196.1,0.608,0.0
0.0,21.37,33.589,5.64,111.0,3.0,0.1,0.71,0,0.27,0.25,23.321,454.8,0.0,1.04
2.0,21.37,33.589,5.64,111.0,3.0,0.1,0.71,2,0.27,0.25,23.321,454.9,0.009,1.04
5.0,21.34,33.59,5.64,111.0,2.8,0.1,0.72,5,0.23,0.24,23.33,454.2,0.023,0.8
10.0,20.03,33.585,5.71,109.7,2.6,0.1,0.89,10,0.24,0.38,23.677,421.3,0.045,0.99
15.0,17.03,33.466,6.49,117.7,2.6,0.1,2.45,15,0.36,1.33,24.332,358.9,0.064,0.27
0.0,14.01,33.369,5.75,98.1,3.9,3.7,2.06,0,0.57,0.42,24.926,301.9,0.0,0.05
2.0,14.01,33.369,5.75,98.1,3.9,3.7,2.06,2,0.57,0.42,24.926,301.9,0.006,0.05
5.0,13.71,33.369,5.54,93.9,4.4,4.6,2.41,5,0.65,0.34,24.987,296.1,0.015,0.12
8.0,13.43,33.371,5.31,89.5,5.2,5.9,1.66,8,0.73,0.4,25.046,290.6,0.024,0.28
10.0,13.24,33.367,5.17,86.8,5.5,6.3,1.39,10,0.77,0.38,25.081,287.3,0.03,0.33
12.0,13.1,33.358,5.15,86.2,5.8,6.7,1.12,12,0.8,0.36,25.102,285.4,0.035,0.38
20.0,12.7,33.388,4.84,80.4,7.8,8.3,0.8,20,0.93,0.39,25.204,275.9,0.058,0.55
22.0,12.66,33.392,4.82,80.0,8.2,8.7,0.71,22,0.96,0.4,25.215,274.9,0.063,0.59
30.0,12.39,33.376,4.68,77.2,8.7,9.8,0.4,30,1.03,0.23,25.255,271.3,0.085,0.52
39.0,11.94,33.389,4.49,73.3,10.1,11.4,0.26,39,1.12,0.18,25.351,262.4,0.109,0.42
45.0,11.41,33.431,4.17,67.4,12.8,14.2,0.17,45,1.29,0.17,25.481,250.1,0.125,0.18
50.0,11.22,33.438,4.01,64.5,14.0,15.2,0.12,50,1.35,0.13,25.521,246.4,0.137,0.11
52.0,11.19,33.445,4.0,64.3,14.4,15.6,0.1,52,1.37,0.12,25.532,245.4,0.142,0.08
61.0,10.85,33.506,3.71,59.2,18.2,17.6,0.09,61,1.52,0.21,25.641,235.3,0.163,0.2
0.0,14.21,33.387,5.83,99.9,2.4,2.3,4.2,0,0.46,0.45,24.898,304.5,0.0,0.06
3.0,14.21,33.387,5.83,99.9,2.4,2.3,4.2,3,0.46,0.45,24.898,304.6,0.009,0.06
10.0,14.21,33.386,5.83,99.9,2.1,2.3,4.13,10,0.48,0.32,24.897,304.8,0.03,0.05
20.0,14.14,33.385,5.76,98.5,2.3,2.5,4.29,20,0.47,0.48,24.911,303.8,0.061,0.07
21.0,14.14,33.387,5.81,99.4,2.4,2.5,4.31,21,0.47,0.49,24.913,303.7,0.064,0.07
30.0,13.98,33.392,5.75,98.0,3.1,3.0,4.22,30,0.52,0.45,24.95,300.4,0.091,0.13
40.0,12.09,33.372,4.89,80.1,7.3,10.0,0.82,40,0.99,0.31,25.309,266.4,0.119,0.2
50.0,10.93,33.474,3.88,62.1,16.3,16.6,0.11,50,1.45,0.31,25.601,238.7,0.145,0.19
60.0,10.6,33.541,3.6,57.2,19.1,18.9,0.06,60,1.59,0.17,25.712,228.4,0.168,0.06
70.0,10.49,33.564,3.47,55.0,20.5,19.5,0.09,70,1.63,0.21,25.749,225.1,0.191,0.07
75.0,10.31,33.592,3.39,53.5,21.0,20.0,0.07,75,1.66,0.19,25.802,220.2,0.202,0.05
85.0,10.21,33.613,3.34,52.6,21.9,21.0,0.04,85,1.72,0.14,25.835,217.2,0.224,0.0
100.0,10.05,33.659,3.16,49.6,23.2,22.1,0.03,101,1.79,0.12,25.899,211.5,0.256,0.0
120.0,9.82,33.741,2.92,45.6,25.7,23.6,0.03,121,1.89,0.13,26.002,202.1,0.297,0.0
125.0,9.81,33.747,2.73,42.7,26.4,24.0,0.03,126,1.92,0.13,26.008,201.6,0.307,0.01
141.0,9.55,33.823,2.59,40.3,28.7,25.2,0.03,142,2.02,0.16,26.111,192.1,0.339,0.04
150.0,9.47,33.883,2.35,36.5,30.2,25.9,0.03,151,2.08,0.16,26.171,186.6,0.356,0.07
170.0,9.28,33.949,2.11,32.6,33.5,27.4,0.03,171,2.2,0.17,26.254,179.1,0.392,0.14
199.0,9.1,34.019,1.84,28.4,36.9,28.7,0.03,200,2.32,0.17,26.338,171.7,0.443,0.17
200.0,9.08,34.018,1.82,28.0,37.0,28.8,0.03,201,2.32,0.17,26.34,171.5,0.445,0.17
0.0,16.35,33.391,5.67,101.4,1.3,0.6,0.74,0,0.31,0.29,24.431,348.9,0.0,0.05
3.0,16.35,33.391,5.67,101.4,1.3,0.6,0.74,3,0.31,0.29,24.432,349.0,0.01,0.05
10.0,16.34,33.39,5.67,101.4,1.3,0.5,0.77,10,0.31,0.24,24.433,349.1,0.035,0.05
20.0,15.9,33.385,5.75,101.9,1.4,0.6,1.28,20,0.33,0.45,24.53,340.2,0.069,0.08
21.0,15.85,33.389,5.75,101.8,1.4,0.6,1.33,21,0.33,0.47,24.544,338.9,0.073,0.08
29.0,15.21,33.388,5.72,100.0,1.9,2.1,1.43,29,0.44,0.53,24.685,325.6,0.099,0.08
30.0,15.23,33.387,5.59,97.8,2.0,2.6,1.36,30,0.47,0.53,24.68,326.1,0.103,0.07
40.0,13.77,33.385,5.25,89.1,3.8,7.4,0.7,40,0.78,0.51,24.989,297.0,0.134,0.02
50.0,11.1,33.341,4.58,73.5,10.0,14.0,0.24,50,1.2,0.21,25.467,251.5,0.161,0.0
60.0,10.77,33.418,4.18,66.6,13.8,16.8,0.13,60,1.39,0.13,25.586,240.4,0.186,0.0
71.0,10.21,33.48,3.91,61.6,16.9,19.3,0.06,71,1.53,0.09,25.731,226.8,0.211,0.0
75.0,9.94,33.54,3.68,57.6,18.1,20.1,0.05,75,1.58,0.08,25.824,218.0,0.22,0.0
86.0,9.32,33.601,3.57,55.2,21.4,22.3,0.02,86,1.7,0.07,25.974,203.9,0.244,0.0
99.0,9.08,33.702,3.4,52.3,24.8,24.0,0.01,100,1.79,0.06,26.091,193.0,0.269,0.0
100.0,9.08,33.705,3.39,52.1,25.1,24.2,0.01,101,1.8,0.06,26.094,192.8,0.271,0.0
121.0,8.79,33.903,2.61,39.9,31.2,27.5,0.0,122,2.05,0.05,26.294,174.1,0.31,0.0
125.0,8.78,33.931,2.43,37.2,31.9,27.8,0.0,126,2.08,0.05,26.318,171.9,0.317,0.0
140.0,8.66,33.987,2.21,33.7,34.6,29.1,0.01,141,2.18,0.05,26.381,166.3,0.342,0.0
150.0,8.57,34.024,2.13,32.4,35.9,29.4,0.01,151,2.21,0.05,26.424,162.4,0.359,0.0
170.0,8.39,34.045,2.02,30.6,38.5,30.0,0.0,171,2.27,0.04,26.468,158.5,0.391,0.0
200.0,8.25,34.08,1.85,28.0,40.1,30.6,0.0,201,2.33,0.04,26.517,154.3,0.438,0.0
0.0,16.18,33.406,5.76,102.7,1.3,0.1,0.66,0,0.28,0.22,24.482,344.1,0.0,0.05
3.0,16.18,33.406,5.76,102.7,1.3,0.1,0.66,3,0.28,0.22,24.482,344.2,0.01,0.05
10.0,16.19,33.405,5.76,102.7,1.4,0.1,0.66,10,0.28,0.21,24.479,344.7,0.034,0.05
20.0,15.95,33.395,5.78,102.5,1.4,0.1,0.73,20,0.27,0.25,24.526,340.5,0.069,0.03
30.0,15.53,33.381,5.74,101.0,1.7,0.7,0.95,30,0.38,0.44,24.61,332.9,0.102,0.19
40.0,13.02,33.368,5.09,85.1,4.3,7.5,0.52,40,0.81,0.35,25.126,283.8,0.133,0.14
49.0,11.68,33.355,4.56,74.1,9.0,13.3,0.27,49,1.17,0.26,25.373,260.5,0.158,0.01
50.0,11.46,33.358,4.53,73.2,9.2,13.5,0.27,50,1.18,0.26,25.416,256.4,0.16,0.01
62.0,10.81,33.374,4.36,69.5,11.9,15.6,0.18,62,1.31,0.21,25.545,244.4,0.19,0.01
70.0,10.21,33.428,4.13,65.0,14.6,18.0,0.12,70,1.45,0.19,25.691,230.6,0.209,0.03
75.0,10.12,33.481,3.76,59.1,16.7,19.5,0.09,75,1.54,0.15,25.748,225.3,0.221,0.02
85.0,9.58,33.588,3.55,55.2,21.1,22.5,0.03,85,1.72,0.08,25.921,209.0,0.242,0.01
100.0,9.11,33.725,3.3,50.8,24.8,24.1,0.01,101,1.81,0.1,26.104,191.8,0.272,0.0
101.0,9.11,33.724,3.31,50.9,25.1,24.2,0.01,102,1.82,0.1,26.104,191.9,0.274,0.0
120.0,8.88,33.824,2.95,45.2,28.7,26.3,0.0,121,1.97,0.05,26.219,181.3,0.31,0.0
125.0,8.86,33.846,2.81,43.0,29.4,26.6,0.0,126,1.99,0.05,26.239,179.5,0.319,0.0
141.0,8.66,33.904,2.72,41.5,31.6,27.5,0.01,142,2.04,0.05,26.316,172.4,0.347,0.0
150.0,8.62,33.922,2.65,40.4,33.0,28.1,0.01,151,2.09,0.04,26.336,170.7,0.362,0.0
170.0,8.48,34.008,2.22,33.7,36.2,29.5,0.0,171,2.2,0.04,26.425,162.6,0.396,0.0
200.0,7.74,34.015,2.22,33.2,41.2,30.9,0.0,201,2.27,0.03,26.542,151.8,0.443,0.0
201.0,7.76,34.021,2.2,32.9,41.4,30.9,0.0,202,2.27,0.03,26.543,151.7,0.444,0.0
0.0,16.44,33.422,5.71,102.3,1.2,0.1,0.63,0,0.3,0.18,24.435,348.6,0.0,0.07
2.0,16.44,33.422,5.71,102.3,1.2,0.1,0.63,2,0.3,0.18,24.435,348.7,0.007,0.07
10.0,16.45,33.42,5.73,102.7,1.1,0.1,0.6,10,0.29,0.19,24.431,349.3,0.035,0.02
20.0,15.61,33.384,5.79,102.0,1.6,0.2,0.78,20,0.31,0.31,24.594,334.1,0.069,0.12
30.0,14.26,33.371,5.41,92.8,2.5,3.0,0.56,30,0.54,0.29,24.876,307.5,0.101,0.4
40.0,12.24,33.287,4.98,81.8,6.0,9.6,0.32,40,0.93,0.28,25.215,275.3,0.13,0.03
50.0,11.34,33.342,4.6,74.2,9.1,13.3,0.22,50,1.15,0.28,25.425,255.5,0.157,0.02
59.0,10.67,33.442,4.09,65.0,14.3,17.9,0.12,59,1.45,0.14,25.622,236.9,0.179,0.01
70.0,10.05,33.473,3.96,62.1,17.3,19.5,0.06,70,1.53,0.09,25.753,224.7,0.204,0.01
75.0,9.94,33.499,3.86,60.4,18.3,20.2,0.05,75,1.57,0.08,25.792,221.1,0.216,0.01
85.0,9.68,33.578,3.59,55.9,20.4,21.5,0.02,85,1.65,0.05,25.897,211.3,0.237,0.0
100.0,9.32,33.681,3.33,51.5,23.6,23.4,0.01,101,1.76,0.05,26.036,198.3,0.268,0.0
120.0,9.0,33.82,3.03,46.5,27.8,25.6,0.01,121,1.89,0.04,26.197,183.4,0.306,0.0
125.0,9.05,33.907,2.57,39.5,28.8,26.1,0.01,126,1.92,0.04,26.257,177.8,0.315,0.0
141.0,8.84,33.943,2.53,38.7,32.0,27.5,0.01,142,2.02,0.04,26.318,172.2,0.343,0.0
150.0,8.73,33.983,2.32,35.5,32.8,27.8,0.01,151,2.05,0.04,26.367,167.8,0.358,0.0
170.0,8.54,33.996,2.34,35.6,34.5,28.6,0.0,171,2.11,0.04,26.407,164.3,0.392,0.0
200.0,8.41,34.058,1.91,29.0,38.5,30.2,0.0,201,2.26,0.03,26.476,158.3,0.44,0.0
0.0,17.44,33.362,5.59,102.1,0.8,0.1,0.3,0,0.27,0.09,24.154,375.4,0.0,0.0
2.0,17.44,33.362,5.59,102.1,0.8,0.1,0.3,2,0.27,0.09,24.154,375.4,0.008,0.0
10.0,17.45,33.363,5.56,101.6,1.0,0.0,0.28,10,0.27,0.07,24.153,375.8,0.038,0.0
20.0,17.45,33.363,5.54,101.2,0.7,0.0,0.28,20,0.27,0.07,24.153,376.1,0.075,0.03
21.0,17.45,33.366,5.58,101.9,0.7,0.0,0.28,21,0.27,0.07,24.156,375.9,0.079,0.03
30.0,17.37,33.362,5.58,101.8,0.8,0.1,0.3,30,0.28,0.08,24.172,374.7,0.113,0.06
41.0,14.66,33.328,5.81,100.4,1.6,1.5,0.64,41,0.41,0.23,24.758,319.0,0.151,0.02
50.0,13.25,33.377,5.09,85.5,4.3,9.0,0.57,50,0.9,0.37,25.088,287.8,0.178,0.0
61.0,12.43,33.421,4.79,79.1,6.1,12.0,0.44,61,1.09,0.41,25.283,269.4,0.209,0.0
69.0,11.91,33.403,4.58,74.8,8.8,14.2,0.33,69,1.24,0.34,25.368,261.5,0.23,0.0
75.0,11.35,33.459,4.23,68.3,11.6,16.4,0.24,75,1.38,0.26,25.515,247.6,0.245,0.0
85.0,10.51,33.524,3.84,60.9,16.2,20.1,0.09,85,1.61,0.11,25.715,228.7,0.269,0.0
100.0,9.77,33.647,3.27,51.0,21.2,23.4,0.04,100,1.81,0.06,25.936,207.9,0.302,0.0
102.0,9.78,33.644,3.27,51.0,21.9,23.8,0.03,102,1.84,0.06,25.932,208.3,0.306,0.0
120.0,9.23,33.747,3.0,46.3,26.0,25.6,0.01,121,1.94,0.05,26.103,192.4,0.342,0.0
125.0,9.07,33.805,2.84,43.7,27.4,26.2,0.01,126,1.98,0.05,26.174,185.7,0.352,0.0
140.0,8.88,33.916,2.43,37.2,31.3,28.0,0.01,141,2.11,0.04,26.291,174.8,0.379,0.0
150.0,8.72,33.972,2.23,34.1,33.0,28.7,0.0,151,2.16,0.04,26.36,168.4,0.396,0.0
170.0,8.48,34.029,2.06,31.3,36.5,30.0,0.0,171,2.27,0.04,26.442,161.0,0.429,0.0
200.0,7.82,34.004,2.25,33.7,39.5,30.7,0.0,201,2.25,0.03,26.521,153.8,0.476,0.0
0.0,17.54,33.485,5.51,100.9,1.0,0.2,0.28,0,0.29,0.07,24.224,368.6,0.0,0.05
2.0,17.54,33.485,5.51,100.9,1.0,0.2,0.28,2,0.29,0.07,24.224,368.7,0.007,0.05
10.0,17.54,33.484,5.47,100.2,0.9,0.1,0.26,10,0.29,0.07,24.224,369.0,0.037,0.04
11.0,17.54,33.485,5.51,100.9,0.9,0.1,0.25,11,0.29,0.07,24.225,369.0,0.041,0.04
15.0,17.55,33.486,5.51,100.9,0.9,0.1,0.26,15,0.28,0.07,24.223,369.3,0.055,0.04
20.0,17.55,33.485,5.47,100.2,0.8,0.1,0.26,20,0.28,0.07,24.223,369.5,0.074,0.05
26.0,17.55,33.486,5.51,100.9,0.8,0.1,0.26,26,0.28,0.07,24.224,369.6,0.096,0.07
30.0,17.55,33.487,5.46,100.0,1.2,0.3,0.54,30,0.31,0.19,24.225,369.6,0.111,0.08
39.0,15.19,33.297,5.81,101.5,2.3,0.8,1.17,39,0.38,0.47,24.62,332.1,0.142,0.1
50.0,11.89,33.282,5.04,82.2,7.0,10.4,0.56,50,1.0,0.5,25.277,269.6,0.175,0.0
59.0,11.36,33.327,4.64,74.8,10.3,13.9,0.31,59,1.22,0.4,25.41,257.2,0.199,0.0
71.0,10.52,33.523,3.85,61.0,15.1,19.5,0.2,71,1.59,0.23,25.712,228.7,0.228,0.0
75.0,10.52,33.549,3.56,56.5,16.3,20.2,0.16,75,1.63,0.18,25.732,226.8,0.237,0.0
85.0,10.23,33.58,3.5,55.2,19.3,21.9,0.06,85,1.74,0.08,25.806,220.0,0.26,0.0
100.0,9.65,33.648,3.26,50.7,23.1,23.9,0.02,100,1.83,0.05,25.957,205.9,0.292,0.0
119.0,9.23,33.791,2.84,43.8,28.0,26.2,0.01,120,2.0,0.04,26.137,189.1,0.329,0.0
125.0,9.19,33.81,2.79,43.0,28.8,26.5,0.01,126,2.01,0.04,26.159,187.2,0.341,0.0
140.0,8.86,33.871,2.72,41.7,30.7,27.2,0.0,141,2.04,0.04,26.259,177.9,0.368,0.0
150.0,8.64,33.884,2.79,42.5,32.8,28.0,0.0,151,2.09,0.04,26.303,173.8,0.385,0.0
170.0,8.39,33.979,2.32,35.2,36.9,29.5,0.0,171,2.19,0.03,26.416,163.4,0.419,0.0
199.0,8.11,34.032,2.01,30.3,40.5,30.9,0.0,200,2.31,0.03,26.5,155.8,0.465,0.0
200.0,8.11,34.042,1.78,26.8,40.7,31.0,0.0,201,2.32,0.03,26.508,155.1,0.467,0.0
0.0,17.95,33.21,5.52,101.7,1.7,0.0,0.14,0,0.25,0.02,23.915,398.2,0.0,0.0
2.0,17.95,33.21,5.52,101.7,1.7,0.0,0.14,2,0.25,0.02,23.915,398.2,0.008,0.0
10.0,17.95,33.21,5.53,101.9,1.8,0.0,0.14,10,0.24,0.0,23.915,398.5,0.04,0.0
20.0,17.79,33.213,5.59,102.7,1.8,0.0,0.14,20,0.23,0.01,23.957,394.9,0.079,0.0
25.0,17.38,33.216,5.67,103.3,1.7,0.0,0.15,25,0.23,0.01,24.057,385.4,0.099,0.0
30.0,16.95,33.225,5.88,106.3,1.8,0.0,0.17,30,0.22,0.02,24.166,375.2,0.118,0.0
41.0,15.96,33.328,6.03,107.0,1.9,0.0,0.2,41,0.19,0.03,24.473,346.2,0.158,0.0
50.0,15.45,33.428,6.04,106.1,1.9,0.0,0.26,50,0.17,0.02,24.664,328.3,0.188,0.0
62.0,13.64,33.211,6.07,102.6,2.2,0.0,0.33,62,0.23,0.08,24.881,307.8,0.226,0.0
75.0,13.35,33.282,5.94,99.9,2.2,0.0,0.36,75,0.25,0.15,24.995,297.3,0.266,0.0
76.0,13.23,33.251,5.99,100.5,2.3,0.0,0.36,76,0.25,0.15,24.995,297.3,0.269,0.0
88.0,11.95,33.221,5.67,92.5,3.1,2.4,0.24,88,0.43,0.24,25.22,276.1,0.303,0.0
100.0,11.49,33.298,5.4,87.3,5.4,5.8,0.14,100,0.62,0.12,25.365,262.5,0.335,0.0
112.0,10.73,33.37,5.09,81.0,8.5,9.3,0.1,112,0.83,0.06,25.557,244.4,0.366,0.0
125.0,10.04,33.373,4.7,73.7,12.9,14.3,0.05,126,1.16,0.03,25.678,233.0,0.397,0.0
140.0,9.62,33.521,4.02,62.5,19.0,19.7,0.02,141,1.52,0.03,25.863,215.6,0.43,0.0
150.0,9.41,33.679,3.15,48.8,22.0,22.0,0.02,151,1.68,0.04,26.021,200.8,0.451,0.0
170.0,9.02,33.799,2.76,42.4,28.0,26.7,0.01,171,1.99,0.05,26.178,186.2,0.49,0.0
200.0,8.62,33.954,2.31,35.2,33.6,28.8,0.0,201,2.14,0.05,26.362,169.2,0.543,0.0
0.0,15.03,33.394,5.98,104.2,3.1,0.8,3.23,0,0.38,0.66,24.728,320.6,0.0,0.03
2.0,15.03,33.394,5.98,104.2,3.1,0.8,3.23,2,0.38,0.66,24.728,320.7,0.006,0.03
5.0,15.04,33.392,5.98,104.2,3.2,0.7,3.1,5,0.37,0.62,24.725,321.1,0.016,0.01
10.0,15.03,33.384,5.98,104.2,3.2,0.8,3.3,10,0.38,0.61,24.721,321.6,0.032,0.01
14.0,14.7,33.381,5.74,99.3,4.1,2.0,3.01,14,0.46,0.65,24.79,315.2,0.045,0.07
19.0,14.15,33.37,5.46,93.4,4.8,3.6,2.6,19,0.58,0.58,24.898,305.1,0.06,0.14
0.0,15.23,33.388,6.0,104.9,1.4,0.5,2.54,0,0.33,0.42,24.68,325.2,0.0,0.01
2.0,15.23,33.388,6.0,104.9,1.4,0.5,2.54,2,0.33,0.42,24.68,325.3,0.007,0.01
5.0,15.23,33.391,6.01,105.1,1.5,0.6,2.49,5,0.33,0.48,24.682,325.2,0.016,0.01
10.0,15.19,33.387,5.99,104.7,1.6,0.5,2.46,10,0.35,0.44,24.688,324.7,0.033,0.01
20.0,14.34,33.369,5.82,99.9,2.2,1.6,4.19,20,0.46,0.6,24.857,309.0,0.064,0.14
30.0,12.57,33.34,4.39,72.7,10.2,9.9,0.35,30,1.06,0.25,25.193,277.2,0.094,0.32
40.0,12.14,33.357,4.22,69.2,12.1,11.2,0.34,40,1.15,0.25,25.288,268.4,0.121,0.32
50.0,12.02,33.359,4.12,67.4,12.8,12.0,0.24,50,1.2,0.3,25.313,266.3,0.148,0.25
60.0,12.0,33.368,4.11,67.2,13.0,12.2,0.2,60,1.22,0.25,25.324,265.5,0.174,0.28
10.0,16.72,33.388,5.71,102.9,1.0,0.1,0.45,10,0.29,0.15,24.344,357.6,0.036,0.02
20.0,16.19,33.41,5.9,105.2,1.1,0.1,1.06,20,0.32,0.35,24.483,344.6,0.071,0.01
25.0,16.18,33.411,5.91,105.3,1.2,0.1,1.17,25,0.35,0.44,24.486,344.5,0.088,0.0
30.0,16.1,33.415,5.89,104.8,1.3,0.1,1.31,30,0.34,0.52,24.508,342.6,0.105,0.01
40.0,14.79,33.406,5.57,96.5,1.8,1.6,0.69,40,0.49,0.39,24.791,315.9,0.138,0.32
50.0,13.51,33.389,5.06,85.4,4.0,6.0,0.2,50,0.78,0.3,25.045,291.9,0.169,1.06
51.0,13.33,33.383,5.1,85.8,4.2,6.4,0.15,51,0.81,0.29,25.077,288.9,0.172,1.13
60.0,12.37,33.335,4.89,80.6,6.5,9.4,0.15,60,0.95,0.24,25.228,274.6,0.197,0.18
70.0,11.07,33.473,3.98,63.8,14.7,16.6,0.06,70,1.41,0.12,25.576,241.6,0.223,0.02
75.0,10.96,33.474,3.95,63.2,15.7,17.5,0.05,75,1.46,0.12,25.596,239.8,0.235,0.01
85.0,10.25,33.534,3.73,58.8,17.8,19.3,0.04,85,1.56,0.1,25.767,223.7,0.258,0.0
99.0,9.97,33.65,3.25,51.0,22.0,22.3,0.02,99,1.77,0.09,25.905,210.8,0.288,0.0
100.0,9.87,33.696,3.11,48.7,22.2,22.4,0.02,100,1.78,0.09,25.958,205.8,0.291,0.0
120.0,9.48,33.786,2.9,45.0,26.3,24.9,0.01,121,1.92,0.08,26.093,193.4,0.33,0.01
